color_code,color_card,red,green,blue
CP4 Color card,88BB 11/331,0,78,140
CP4 Color card,88GG 32/346,0,178,181
CP4 Color card,88RB 37/328,209,138,196
CP4 Color card,88RR 78/030,244,230,233
CP4 Color card,88YR 82/046,250,234,230
CP4 Color card,88YY 66/447,236,223,129
CP4 Color card,88YY 71/380,242,228,150
CP4 Color card,88YY 81/230,251,239,194
CP4 Color card,89BG 37/353,0,185,229
CP4 Color card,89BG 70/116,188,225,241
CP4 Color card,89GG 63/216,131,217,217
CP4 Color card,89RB 72/119,245,215,238
CP4 Color card,89RR 36/416,248,117,137
CP4 Color card,89YY 38/628,170,168,0
CP4 Color card,89YY 62/494,226,215,111
CP4 Color card,89YY 78/269,247,235,182
CP4 Color card,90BB 09/186,41,68,106
CP4 Color card,90BB 14/242,64,92,139
CP4 Color card,90BB 19/165,94,109,143
CP4 Color card,90BB 19/267,85,109,162
CP4 Color card,90BB 21/220,94,115,160
CP4 Color card,90BB 22/247,99,121,171
CP4 Color card,90BB 26/227,115,132,179
CP4 Color card,90BB 31/208,126,143,188
CP4 Color card,90BB 32/126,134,145,173
CP4 Color card,90BB 34/167,141,153,189
CP4 Color card,90BB 36/188,142,156,195
CP4 Color card,90BB 41/168,153,166,203
CP4 Color card,90BB 46/132,170,178,208
CP4 Color card,90BB 50/086,183,186,207
CP4 Color card,90BB 53/129,182,191,221
CP4 Color card,90BB 58/072,197,200,218
CP4 Color card,90BB 59/097,195,202,224
CP4 Color card,90BB 65/049,210,212,226
CP4 Color card,90BB 67/069,210,214,231
CP4 Color card,90BB 73/022,226,224,231
CP4 Color card,90BB 73/027,225,224,233
CP4 Color card,90BB 83/011,239,237,242
CP4 Color card,90BB 83/020,241,238,244
CP4 Color card,90BG 08/075,20,62,74
CP4 Color card,90BG 10/067,48,74,85
CP4 Color card,90BG 11/101,38,82,97
CP4 Color card,90BG 11/262,0,106,135
CP4 Color card,90BG 14/337,0,130,167
CP4 Color card,90BG 16/060,85,103,112
CP4 Color card,90BG 17/090,77,109,122
CP4 Color card,90BG 17/120,68,112,129
CP4 Color card,90BG 20/241,0,130,161
CP4 Color card,90BG 21/302,0,143,180
CP4 Color card,90BG 25/079,108,134,146
CP4 Color card,90BG 28/213,55,150,180
CP4 Color card,90BG 29/267,0,157,193
CP4 Color card,90BG 30/073,123,146,159
CP4 Color card,90BG 31/124,111,152,171
CP4 Color card,90BG 35/068,137,159,171
CP4 Color card,90BG 38/185,104,172,199
CP4 Color card,90BG 41/040,159,171,180
CP4 Color card,90BG 42/106,144,179,196
CP4 Color card,90BG 48/057,169,186,197
CP4 Color card,90BG 50/157,138,194,218
CP4 Color card,90BG 55/051,183,200,210
CP4 Color card,90BG 56/088,174,203,219
CP4 Color card,90BG 56/125,163,205,225
CP4 Color card,90BG 63/043,201,214,222
CP4 Color card,90BG 63/072,190,213,226
CP4 Color card,90BG 72/038,216,226,234
CP4 Color card,90BG 72/063,207,225,238
CP4 Color card,90BG 72/088,199,227,241
CP4 Color card,90BG 72/100,197,227,242
CP4 Color card,90GG 08/118,0,73,73
CP4 Color card,90GG 11/131,0,90,91
CP4 Color card,90GG 11/295,0,119,117
CP4 Color card,90GG 12/206,0,108,108
CP4 Color card,90GG 15/398,0,138,138
CP4 Color card,90GG 19/151,54,121,122
CP4 Color card,90GG 21/219,0,134,134
CP4 Color card,90GG 27/273,0,157,157
CP4 Color card,90GG 28/133,94,149,151
CP4 Color card,90GG 30/195,70,157,157
CP4 Color card,90GG 38/242,60,178,179
CP4 Color card,90GG 40/115,131,175,176
CP4 Color card,90GG 42/171,113,183,185
CP4 Color card,90GG 51/211,112,203,203
CP4 Color card,90GG 57/146,152,211,211
CP4 Color card,90GG 64/088,186,218,218
CP4 Color card,90GG 66/157,163,226,227
CP4 Color card,90GG 73/062,206,230,231
CP4 Color card,90GG 74/092,197,232,232
CP4 Color card,90GG 74/108,194,234,233
CP4 Color card,90GG 83/011,238,240,241
CP4 Color card,90GG 83/057,224,243,243
CP4 Color card,90GG 83/069,217,242,243
CP4 Color card,90GY 08/187,0,73,44
CP4 Color card,90GY 10/250,0,89,51
CP4 Color card,90GY 11/312,0,101,55
CP4 Color card,90GY 13/375,0,115,63
CP4 Color card,90GY 16/151,74,109,88
CP4 Color card,90GY 16/354,0,122,72
CP4 Color card,90GY 21/472,0,145,83
CP4 Color card,90GY 28/319,75,156,114
CP4 Color card,90GY 29/121,119,147,132
CP4 Color card,90GY 33/408,57,170,113
CP4 Color card,90GY 35/238,111,168,136
CP4 Color card,90GY 36/453,52,180,115
CP4 Color card,90GY 41/101,149,174,162
CP4 Color card,90GY 42/355,98,188,137
CP4 Color card,90GY 46/061,168,183,177
CP4 Color card,90GY 47/328,116,196,150
CP4 Color card,90GY 48/234,140,197,165
CP4 Color card,90GY 54/334,129,212,163
CP4 Color card,90GY 60/164,174,212,191
CP4 Color card,90GY 63/047,201,211,207
CP4 Color card,90GY 64/072,199,216,207
CP4 Color card,90GY 65/275,159,229,189
CP4 Color card,90GY 67/146,191,224,204
CP4 Color card,90GY 70/221,184,235,202
CP4 Color card,90GY 72/040,215,225,222
CP4 Color card,90GY 73/059,213,227,219
CP4 Color card,90GY 76/158,202,238,215
CP4 Color card,90GY 82/028,233,238,235
CP4 Color card,90GY 83/033,238,241,236
CP4 Color card,90GY 83/098,224,243,230
CP4 Color card,90GY 83/104,220,245,229
CP4 Color card,90RB 08/113,77,49,72
CP4 Color card,90RB 12/225,113,65,106
CP4 Color card,90RB 16/244,133,82,124
CP4 Color card,90RB 23/228,161,113,151
CP4 Color card,90RB 37/175,187,150,181
CP4 Color card,90RB 46/121,201,174,197
CP4 Color card,90RB 63/129,230,202,226
CP4 Color card,90RB 68/085,232,211,229
CP4 Color card,90RB 69/096,236,212,230
CP4 Color card,90RB 74/044,235,223,234
CP4 Color card,90RB 75/051,237,223,235
CP4 Color card,90RB 83/015,244,237,241
CP4 Color card,90RB 83/023,246,238,244
CP4 Color card,90RB 83/026,246,237,244
CP4 Color card,90RB 83/030,245,237,245
CP4 Color card,90RR 08/129,92,44,50
CP4 Color card,90RR 10/119,105,63,69
CP4 Color card,90RR 11/257,138,53,65
CP4 Color card,90RR 16/095,126,94,99
CP4 Color card,90RR 16/298,171,73,89
CP4 Color card,90RR 16/386,185,54,81
CP4 Color card,90RR 18/139,142,97,103
CP4 Color card,90RR 18/450,205,60,90
CP4 Color card,90RR 20/296,186,89,103
CP4 Color card,90RR 21/418,210,78,101
CP4 Color card,90RR 22/126,152,111,117
CP4 Color card,90RR 26/315,206,106,121
CP4 Color card,90RR 27/440,233,96,117
CP4 Color card,90RR 28/245,197,119,129
CP4 Color card,90RR 28/359,221,106,124
CP4 Color card,90RR 30/285,213,120,132
CP4 Color card,90RR 31/100,173,140,145
CP4 Color card,90RR 31/403,235,107,127
CP4 Color card,90RR 35/060,173,151,155
CP4 Color card,90RR 35/365,240,121,139
CP4 Color card,90RR 36/292,229,134,148
CP4 Color card,90RR 39/226,219,145,155
CP4 Color card,90RR 39/327,243,136,151
CP4 Color card,90RR 41/258,233,147,158
CP4 Color card,90RR 43/290,245,148,161
CP4 Color card,90RR 49/061,201,180,184
CP4 Color card,90RR 51/191,227,169,178
CP4 Color card,90RR 52/214,248,174,184
CP4 Color card,90RR 55/138,233,185,191
CP4 Color card,90RR 58/177,251,187,195
CP4 Color card,90RR 62/124,242,198,205
CP4 Color card,90RR 63/139,248,199,206
CP4 Color card,90RR 64/025,220,209,213
CP4 Color card,90RR 64/036,221,208,212
CP4 Color card,90RR 68/090,246,212,217
CP4 Color card,90RR 69/101,247,210,216
CP4 Color card,90RR 73/027,235,223,227
CP4 Color card,90RR 75/053,244,223,227
CP4 Color card,90RR 76/062,248,224,228
CP4 Color card,90RR 83/009,245,238,240
CP4 Color card,90RR 83/013,245,238,240
CP4 Color card,90RR 83/021,246,236,238
CP4 Color card,90RR 83/026,248,237,240
CP4 Color card,90RR 83/030,248,236,239
CP4 Color card,90YR 10/151,102,64,38
CP4 Color card,90YR 10/244,120,66,25
CP4 Color card,90YR 16/129,127,96,81
CP4 Color card,90YR 16/406,168,85,28
CP4 Color card,90YR 18/177,141,101,80
CP4 Color card,90YR 19/487,188,94,19
CP4 Color card,90YR 23/274,173,113,79
CP4 Color card,90YR 23/569,212,105,0
CP4 Color card,90YR 25/323,186,117,78
CP4 Color card,90YR 26/147,166,129,114
CP4 Color card,90YR 29/096,162,139,130
CP4 Color card,90YR 31/131,173,141,128
CP4 Color card,90YR 31/605,236,118,7
CP4 Color card,90YR 33/167,185,144,126
CP4 Color card,90YR 34/084,174,152,145
CP4 Color card,90YR 34/468,230,132,72
CP4 Color card,90YR 34/561,243,130,52
CP4 Color card,90YR 36/203,198,150,126
CP4 Color card,90YR 38/239,209,152,126
CP4 Color card,90YR 38/427,235,142,90
CP4 Color card,90YR 41/179,203,160,141
CP4 Color card,90YR 41/472,249,148,87
CP4 Color card,90YR 43/101,196,169,160
CP4 Color card,90YR 46/346,244,163,123
CP4 Color card,90YR 48/062,198,181,176
CP4 Color card,90YR 48/183,224,177,157
CP4 Color card,90YR 49/382,255,166,120
CP4 Color card,90YR 51/109,211,182,172
CP4 Color card,90YR 53/132,221,185,171
CP4 Color card,90YR 54/440,255,163,112
CP4 Color card,90YR 55/051,210,194,191
CP4 Color card,90YR 55/266,251,184,153
CP4 Color card,90YR 57/070,217,196,191
CP4 Color card,90YR 57/293,255,185,151
CP4 Color card,90YR 59/108,230,198,187
CP4 Color card,90YR 64/040,222,208,206
CP4 Color card,90YR 64/166,247,202,185
CP4 Color card,90YR 66/070,230,208,202
CP4 Color card,90YR 67/085,236,210,203
CP4 Color card,90YR 68/100,241,213,203
CP4 Color card,90YR 72/159,255,213,195
CP4 Color card,90YR 73/029,232,221,221
CP4 Color card,90YR 74/057,244,224,220
CP4 Color card,90YR 75/072,245,223,216
CP4 Color card,90YR 76/086,253,225,217
CP4 Color card,90YR 77/115,255,223,212
CP4 Color card,90YR 83/018,244,237,237
CP4 Color card,90YR 83/026,247,237,235
CP4 Color card,90YR 83/035,246,235,233
CP4 Color card,90YR 83/044,251,237,234
CP4 Color card,90YR 83/053,250,234,231
CP4 Color card,90YR 83/070,255,234,227
CP4 Color card,90YY 07/093,60,56,32
CP4 Color card,90YY 13/177,95,90,53
CP4 Color card,90YY 15/279,112,102,39
CP4 Color card,90YY 19/075,112,110,97
CP4 Color card,90YY 21/371,134,125,43
CP4 Color card,90YY 22/200,129,124,86
CP4 Color card,90YY 28/067,142,140,130
CP4 Color card,90YY 29/464,147,142,43
CP4 Color card,90YY 33/062,156,155,146
CP4 Color card,90YY 35/169,162,158,128
CP4 Color card,90YY 35/304,168,160,102
CP4 Color card,90YY 40/058,169,167,159
CP4 Color card,90YY 48/255,195,188,139
CP4 Color card,90YY 48/500,197,189,87
CP4 Color card,90YY 48/650,198,192,45
CP4 Color card,90YY 52/138,199,193,168
CP4 Color card,90YY 55/560,212,204,83
CP4 Color card,90YY 58/424,215,207,121
CP4 Color card,90YY 61/504,221,213,110
CP4 Color card,90YY 62/264,217,210,160
CP4 Color card,90YY 63/044,212,210,204
CP4 Color card,90YY 67/117,224,216,194
CP4 Color card,90YY 69/419,234,224,140
CP4 Color card,90YY 72/225,235,226,183
CP4 Color card,90YY 73/040,229,225,219
CP4 Color card,90YY 75/120,236,229,207
CP4 Color card,90YY 78/334,247,235,170
CP4 Color card,90YY 83/036,244,239,234
CP4 Color card,90YY 83/071,245,239,228
CP4 Color card,90YY 83/107,245,237,218
CP4 Color card,90YY 83/143,232,225,205
CP4 Color card,90YY 83/179,249,239,204
CP4 Color card,91BB 07/263,0,53,105
CP4 Color card,92BB 07/350,0,62,112
CP4 Color card,92YY 51/593,200,198,68
360-HC Color card,9300,255,238,217
CP4 Color card,93BG 32/374,0,179,226
CP4 Color card,93RB 27/376,193,109,173
360-HC Color card,9481,242,241,236
CP4 Color card,94RB 60/214,239,188,226
CP4 Color card,94RB 64/182,242,199,230
CP4 Color card,94YY 46/629,187,190,45
CP4 Color card,95GG 78/054,216,234,235
CP4 Color card,95GY 24/449,0,152,95
CP4 Color card,95RB 56/237,237,182,222
CP4 Color card,95RB 71/132,246,214,237
CP4 Color card,95RR 07/271,119,0,27
CP4 Color card,96RB 22/393,181,89,157
CP4 Color card,96RR 08/311,129,0,35
360-HC Color card,9750,223,224,228
CP4 Color card,97GY 07/135,29,71,52
CP4 Color card,97RB 77/086,249,225,241
CP4 Color card,97YR 44/642,255,143,49
360-HC Color card,9890,248,238,241
CP4 Color card,98BG 26/393,0,169,217
CP4 Color card,98RR 06/206,98,20,30
CP4 Color card,98RR 10/318,140,24,43
CP4 Color card,98RR 12/480,171,0,49
CP4 Color card,98RR 80/078,255,228,232
CP4 Color card,98YR 65/333,255,189,148
CP4 Color card,98YR 78/041,240,227,224
CP4 Color card,98YY 82/022,245,242,240
CP4 Color card,99BG 22/432,0,157,207
CP4 Color card,99BG 62/159,167,216,239
CP4 Color card,99RR 27/498,239,85,106
CP4 Color card,99YR 82/029,243,231,223
CP4 Color card,99YR 83/059,243,228,222
CP4 Color card,99YR 85/075,255,236,229
Duracoat Classic,AARONS ROD 2053T,254,196,116
Duracoat Classic,ABSICON 2383D,109,146,175
Duracoat Classic,ABSTRACT 2397D,67,146,200
Duracoat Classic,ABYSS 2951D,108,114,116
Duracoat Classic,ACACIA BLOSSOM 2240P,224,200,209
Duracoat Classic,ACORN 2720D,146,127,101
Duracoat Classic,ADAGIO 2723P,241,227,202
Duracoat Classic,ADOBE 2081T,220,171,135
Duracoat Classic,ADVENTURE 2189C,212,73,72
Duracoat Classic,AEGEAN BLUE 2396T,129,184,222
Duracoat Classic,AFRICAN QUEEN 2531D,101,130,117
Duracoat Classic,AFRICAN VIOLET 2286D,153,123,168
Duracoat Classic,AFTERGLOW 2073P,248,208,171
Duracoat Classic,ALEAHA ROSE 2142P,238,192,183
Duracoat Classic,ALLSPICE 2768D,170,140,120
Duracoat Color Card,ALMOND,242,232,218
Duracoat Classic,ALMOND SAND 2737P,234,216,195
Duracoat Color Card,ALPINE,213,157,140
Duracoat Classic,ALPINE AZALEA 2543T,170,216,162
Duracoat Classic,ALWAYS BLUE 2374T,162,199,229
Duracoat Classic,AMAZON 2972D,91,108,113
Duracoat Classic,AMBER BROWN 2105C,173,96,67
Duracoat Classic,AMBROSIA 2772P,241,224,211
Duracoat Classic,AMETHYST STONE 2236D,174,126,152
Duracoat Classic,AMETYST CRYSTAL 2285T,184,156,194
Duracoat Classic,AMHERST FOG 2319T,181,176,189
Duracoat Classic,AMPHIBIA 2550T,160,195,158
Duracoat Classic,ANGEL KISS 2162P,244,227,220
Duracoat Classic,ANGEL WING 2862P,238,230,223
Duracoat Classic,ANGELBERRY 2799P,245,233,221
Duracoat Classic,ANGELIC BLUE 2988P,226,230,229
Duracoat Classic,ANGELICA LACE 2191P,234,215,214
Duracoat Classic,ANGELICA PINK 2220P,245,199,212
Duracoat Classic,ANGORA 2794P,221,193,176
Duracoat Classic,ANTIQUE WHITE 2659P,244,239,226
Duracoat Classic,APACHE 2767P,184,157,138
Duracoat Classic,APHRODITE 2501T,114,212,198
Duracoat Classic,APPEAL 2155P,247,224,220
Duracoat Classic,APPLESAUCE CAKE 2704T,231,203,154
Duracoat Classic,APPOLO BLUE 2981P,213,222,224
Duracoat Classic,APRICOAT WHISPER 2148P,251,232,226
Duracoat Classic,APRICOT BLUSH 2771P,247,235,223
Duracoat Classic,APRICOT ILLUSION 2785P,235,213,194
Duracoat Classic,APRICOT TAN 2746T,206,174,146
Duracoat Classic,APRIL SKY 2372P,227,236,233
Duracoat Classic,APRIL SUN 2034D,241.119,186.255,65.532
Duracoat Classic,AQUA BELLE 2491P,219,237,228
Duracoat Classic,AQUA CRYSTAL 2471P,197,234,229
Duracoat Classic,AQUA ELECTRA 2468D,67,140,148
Duracoat Classic,AQUA FOAM 2512P,218,238,224
Duracoat Color Card,AQUA GREEN 12C33,198,202,149
Duracoat Classic,AQUALAKE 2450P,180,217,220
Duracoat Color Card,ARABIAN BLUE 18C35,151,175,184
Duracoat Classic,ARAGON 2380P,206,220,227
Duracoat Classic,ARBELLA 2436P,199,228,231
Duracoat Classic,ARCADIA 2045P,245.588,217.87,167.667
Duracoat Classic,ARCTIC 2395P,168,206,228
Duracoat Classic,ARIA 2176P,246,230,228
Duracoat Classic,ARIAN 2402P,173,208,226
Duracoat Classic,ARIZONA SUN 2705T,221,187,133
Duracoat Classic,ARMENIAN BLUE 2410T,92,184,225
Duracoat Color Card,ARMY GREEN 10B25,118,110,92
Duracoat Classic,ASHBERRY 2355D,119,137,165
Duracoat Classic,ASHLEY 2401P,201,223,230
Duracoat Classic,ASPARGUS 2007C,191,157,51
Duracoat Classic,ASPEN BLUE 2352P,207,214,225
Duracoat Classic,ATHENA 2143P,225,166,157
Duracoat Classic,ATLANTIS SKY 2963T,148,159,164
Duracoat Classic,AUDABON 2760T,199,162,134
Duracoat Classic,AUGUST GRASS 2682T,208,191,158
KIPAU COLOR CARD,AUTUMN BROWN 04C37,166,111,103
Duracoat Classic,AUTUMN FLAME 2097D,230,141,90
Duracoat Classic,AUTUMN LEAF 2133C,161,88,70
Duracoat Color Card,AVOCADO,185,187,125
Nippon 1881 Color card,BA5300-1,0,148,98
Nippon 1881 Color card,BA5400-1,0,154,118
Nippon 1881 Color card,BA5500-1,0,125,96
Nippon 1881 Color card,BA5600-1,0,159,132
Nippon 1881 Color card,BA5700-1,0,142,128
Nippon 1881 Color card,BA5800-1,0,134,132
Nippon 1881 Color card,BA5900-1,0,135,143
Nippon 1881 Color card,BA6100-1,0,85,82
Nippon 1881 Color card,BA6200-1,0,90,90
Nippon 1881 Color card,BA6300-1,0,96,103
Nippon 1881 Color card,BA6400-1,0,82,99
Nippon 1881 Color card,BA6600-1,0,131,149
Nippon 1881 Color card,BA6700-1,0,132,177
Nippon 1881 Color card,BA6800-1,0,116,167
Nippon 1881 Color card,BA6900-1,0,104,152
Nippon 1881 Color card,BA7000-1,0,88,138
Nippon 1881 Color card,BA7300-1,0,50,62
Nippon 1881 Color card,BA7400-1,0,89,117
Nippon 1881 Color card,BA7500-1,0,73,105
Nippon 1881 Color card,BA7600-1,0,74,108
Duracoat Color Card,BABY BLUE 18E49,207,228,226
Duracoat Color Card,BABY PINK 04C31,246,230,222
Duracoat Classic,BABY PINK 2120P,249,238,229
Duracoat Classic,BAKED CLAY 2914T,186,177,165
Duracoat Classic,BALSAM 2488D,102,143,142
Duracoat Color Card,BAMBOO 08C35,209,168,116
Duracoat Classic,BAMBOO 2688P,239,225,195
Duracoat Classic,BANANA CREAM 2010P,249,239,180
Duracoat Classic,BASSINET 2169P,246,229,224
Duracoat Classic,BAY BERRY 2930D,122,119,105
Nippon 1881 Color card,BC0001-4,180,241,235
Nippon 1881 Color card,BC0002-4,231,238,235
Nippon 1881 Color card,BC0003-4,216,235,237
Nippon 1881 Color card,BC0004-4,198,226,228
Nippon 1881 Color card,BC0005-4,193,227,232
Nippon 1881 Color card,BC0006-4,168,220,233
Nippon 1881 Color card,BC0007-4,213,243,247
Nippon 1881 Color card,BC0008-4,168,214,222
Nippon 1881 Color card,BC0009-4,138,199,210
Nippon 1881 Color card,BC0010-4,225,241,242
Nippon 1881 Color card,BC0011-4,179,223,231
Nippon 1881 Color card,BC0012-4,218,236,237
Nippon 1881 Color card,BC0013-4,189,227,235
Nippon 1881 Color card,BC0014-4,231,243,244
Nippon 1881 Color card,BC0015-4,218,241,243
Nippon 1881 Color card,BC0016-4,183,228,242
Nippon 1881 Color card,BC0017-4,206,235,247
Nippon 1881 Color card,BC0018-4,183,227,246
Nippon 1881 Color card,BC0019-4,156,215,244
Nippon 1881 Color card,BC0020-4,204,230,239
Nippon 1881 Color card,BC0021-4,196,233,248
Nippon 1881 Color card,BC0022-4,153,216,244
Nippon 1881 Color card,BC0023-3,91,189,233
Nippon 1881 Color card,BC0024-2,0,163,216
Nippon 1881 Color card,BC0025-2,0,163,217
Nippon 1881 Color card,BC0026-2,0,148,203
Nippon 1881 Color card,BC5607-4,237,244,237
Nippon 1881 Color card,BC5610-4,150,232,221
Nippon 1881 Color card,BC5620-3,86,216,202
Nippon 1881 Color card,BC5630-2,0,201,181
Nippon 1881 Color card,BC5640-2,0,188,166
Nippon 1881 Color card,BC5701-4,213,240,234
Nippon 1881 Color card,BC5707-4,224,239,235
Nippon 1881 Color card,BC5710-4,147,227,220
Nippon 1881 Color card,BC5720-3,78,210,204
Nippon 1881 Color card,BC5730-2,0,193,184
Nippon 1881 Color card,BC5740-2,0,182,172
Nippon 1881 Color card,BC5808-4,225,240,238
Nippon 1881 Color card,BC5810-4,148,223,222
Nippon 1881 Color card,BC5820-3,64,203,203
Nippon 1881 Color card,BC5830-2,0,188,190
Nippon 1881 Color card,BC5840-2,0,174,176
Nippon 1881 Color card,BC5851-4,174,230,226
Nippon 1881 Color card,BC5860-4,159,214,219
Nippon 1881 Color card,BC5870-3,100,189,195
Nippon 1881 Color card,BC5880-2,44,160,169
Nippon 1881 Color card,BC5890-2,0,142,150
Nippon 1881 Color card,BC5901-4,214,237,235
Nippon 1881 Color card,BC5907-4,225,239,237
Nippon 1881 Color card,BC5910-4,141,217,224
Nippon 1881 Color card,BC5920-3,68,203,213
Nippon 1881 Color card,BC5930-2,0,180,193
Nippon 1881 Color card,BC5940-2,0,172,181
Nippon 1881 Color card,BC5951-4,182,230,230
Nippon 1881 Color card,BC5960-4,160,215,222
Nippon 1881 Color card,BC5970-3,105,187,199
Nippon 1881 Color card,BC5980-2,45,156,168
Nippon 1881 Color card,BC5990-2,0,135,150
Nippon 1881 Color card,BC6210-4,167,207,210
Nippon 1881 Color card,BC6220-3,132,184,189
Nippon 1881 Color card,BC6230-2,90,150,154
Nippon 1881 Color card,BC6240-2,49,126,127
Nippon 1881 Color card,BC6307-4,224,232,228
Nippon 1881 Color card,BC6308-4,208,228,231
Nippon 1881 Color card,BC6310-4,155,206,214
Nippon 1881 Color card,BC6320-3,96,174,187
Nippon 1881 Color card,BC6330-2,55,152,162
Nippon 1881 Color card,BC6340-2,0,127,139
Nippon 1881 Color card,BC6351-4,200,220,221
Nippon 1881 Color card,BC6360-4,185,212,216
Nippon 1881 Color card,BC6370-3,133,183,192
Nippon 1881 Color card,BC6380-2,100,155,163
Nippon 1881 Color card,BC6390-2,61,132,142
Nippon 1881 Color card,BC6407-4,237,244,240
Nippon 1881 Color card,BC6408-4,224,236,237
Nippon 1881 Color card,BC6410-4,176,215,224
Nippon 1881 Color card,BC6420-3,119,186,204
Nippon 1881 Color card,BC6430-2,69,155,173
Nippon 1881 Color card,BC6440-2,26,133,151
Nippon 1881 Color card,BC6601-4,213,236,236
Nippon 1881 Color card,BC6608-4,233,240,237
Nippon 1881 Color card,BC6610-4,141,219,230
Nippon 1881 Color card,BC6620-3,47,196,213
Nippon 1881 Color card,BC6630-2,0,180,202
Nippon 1881 Color card,BC6640-2,0,164,186
Nippon 1881 Color card,BC6651-4,177,219,229
Nippon 1881 Color card,BC6660-4,152,207,220
Nippon 1881 Color card,BC6670-3,101,184,203
Nippon 1881 Color card,BC6680-2,0,153,177
Nippon 1881 Color card,BC6690-2,0,135,158
Nippon 1881 Color card,BC6701-4,223,238,236
Nippon 1881 Color card,BC6707-4,230,240,240
Nippon 1881 Color card,BC6708-4,209,235,241
Nippon 1881 Color card,BC6710-4,135,212,233
Nippon 1881 Color card,BC6720-3,34,186,224
Nippon 1881 Color card,BC6730-2,0,170,216
Nippon 1881 Color card,BC6740-2,0,164,215
Nippon 1881 Color card,BC6751-4,168,221,236
Nippon 1881 Color card,BC6760-4,131,199,221
Nippon 1881 Color card,BC6770-3,81,182,212
Nippon 1881 Color card,BC6780-2,0,160,193
Nippon 1881 Color card,BC6790-2,0,142,178
Nippon 1881 Color card,BC6807-4,229,241,240
Nippon 1881 Color card,BC6810-4,149,204,228
Nippon 1881 Color card,BC6820-3,99,185,223
Nippon 1881 Color card,BC6830-2,0,158,207
Nippon 1881 Color card,BC6840-2,0,142,192
Nippon 1881 Color card,BC7301-4,223,230,230
Nippon 1881 Color card,BC7307-4,231,238,237
Nippon 1881 Color card,BC7401-4,216,233,231
Nippon 1881 Color card,BC7407-4,239,246,242
Nippon 1881 Color card,BC7501-4,219,231,231
Duracoat Classic,BEACH PEA 2620T,198,208,158
Duracoat Classic,BEACH ROSE 2195D,140,100,101
Duracoat Classic,BEAUMONDE 2623C,120,136,80
Duracoat Classic,BEIGE GLORY 2778P,245,236,226
Duracoat Classic,BEIGE MIRAGE  2869P,233,227,222
Duracoat Classic,BEIGE PINK 2834P,240,229,221
Duracoat Classic,BEIGE TINT 2841P,244,234,227
Duracoat Classic,BELINDA 2394P,196,221,230
Duracoat Classic,BEOWILF 2600D,137,141,126
Duracoat Classic,BERBER BEIGE 2891P,222,208,196
Duracoat Classic,BERRIES 2215T,229,150,182
Duracoat Classic,BERRY CRUSH 2203C,114,74,76
Duracoat Classic,BERRY JAM 2237D,159,111,136
Duracoat Classic,BEWITCHED 2369T,128,170,215
Duracoat Color Card,BILBERRY 22C37,129,122,158
Duracoat Classic,BILLOWING SAIL 2729P,244,233,218
Duracoat Classic,BISON BEIGE 2894D,149,128,115
Duracoat Classic,BITTER LIME 2639P,242,237,191
Duracoat Classic,BLACK HILLS 2952C,69,70,74
Duracoat Classic,BLACK KNIGHT 2315C,74,69,77
Duracoat Classic,BLACK PICTH 2959C,79,78,76
Duracoat Classic,BLACKBERRY 2875C,75,70,72
Duracoat Classic,BLAZING SUN 2027D,216,198.265,50.676
Duracoat Classic,BLIZZARD 2428P,223,235,232
Duracoat Classic,BLUE ASTER 2992D,113,135,156
Duracoat Classic,BLUE BEARD 3000D,97,112,129
Duracoat Color Card,BLUE BIRD 20D45,61,93,134
Duracoat Classic,BLUE BOTTLE 2469C,3,103,111
Duracoat Classic,BLUE CRACKLE 2441C,27,93,116
Duracoat Classic,BLUE DRIZZLE 2463P,229,237,232
Duracoat Classic,BLUE MADONNA 2461D,0,158,170
Duracoat Classic,BLUE MOSIAC 2406C,59,73,99
Duracoat Classic,BLUE RHAPSODY 2993D,93,115,136
Duracoat Classic,BLUE SAPPHIRE 2411D,37,162,212
Duracoat Classic,BLUE SPARK 2460D,21,173,185
Duracoat Classic,BLUE THUNDER 2405D,63,133,179
Duracoat Classic,BLUE WASH 2457P,188,228,228
Duracoat Classic,BLUSHING BRIDE 2190P,244,230,225
Duracoat Classic,BLUSHING TAN 2773P,231,206,187
Nippon 1881 Color card,BN0001-4,195,222,240
Nippon 1881 Color card,BN0002-4,189,223,245
Nippon 1881 Color card,BN0003-4,162,210,241
Nippon 1881 Color card,BN0004-3,107,179,225
Nippon 1881 Color card,BN0005-2,51,151,206
Nippon 1881 Color card,BN0006-2,0,135,194
Nippon 1881 Color card,BN0007-2,0,133,190
Nippon 1881 Color card,BN0008-4,197,221,234
Nippon 1881 Color card,BN0009-4,186,217,234
Nippon 1881 Color card,BN0010-4,206,224,232
Nippon 1881 Color card,BN0011-4,201,235,249
Nippon 1881 Color card,BN0012-4,169,216,234
Nippon 1881 Color card,BN0013-4,203,229,239
Nippon 1881 Color card,BN0014-4,195,224,240
Nippon 1881 Color card,BN0015-4,184,218,234
Nippon 1881 Color card,BN0016-4,200,219,227
Nippon 1881 Color card,BN0017-4,181,218,234
Nippon 1881 Color card,BN0018-4,164,208,221
Nippon 1881 Color card,BN0019-4,226,239,235
Nippon 1881 Color card,BN6451-4,186,214,221
Nippon 1881 Color card,BN6460-4,159,197,210
Nippon 1881 Color card,BN6470-3,116,169,188
Nippon 1881 Color card,BN6480-2,81,143,163
Nippon 1881 Color card,BN6490-2,40,118,141
